election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,normalized_option,models_run,model_core_agreement,model_agreed_dimension,model_agreed_direction,model_agreed_scorable,qwen_suggested_scorable,adjudication_status
2016.0,Crime,,Do you support mandatory minimum sentences for non-violent drug offenders?,crime_mandatory_minimum,criminal_justice_position,1.0,medium,binary,rule_mapped,do you support mandatory minimum sentences for non-violent drug offenders?,,,,,,,accepted_deterministic_rule
2016.0,Economy,,Do you support federal spending as a means of promoting economic growth?,,,,,,unmapped,do you support federal spending as a means of promoting economic growth?,2.0,False,,,,True,model_disagreement_requires_review
2016.0,Economy,,Do you support lowering taxes as a means of promoting economic growth?,,,,,,unmapped,do you support lowering taxes as a means of promoting economic growth?,2.0,False,,,,True,model_disagreement_requires_review
2016.0,Economy,,Do you support providing tax incentives to businesses for the purpose of job creation?,,,,,,unmapped,do you support providing tax incentives to businesses for the purpose of job creation?,2.0,False,,,,True,model_disagreement_requires_review
2016.0,Education,,Do you generally support requiring states to adopt federal education standards?,,,,,,unmapped,do you generally support requiring states to adopt federal education standards?,2.0,True,education_position,-1.0,True,True,model_agreement_requires_rule
2016.0,Energy,,Do you support building the Keystone XL pipeline?,environment_keystone_pipeline,environment_position,1.0,high,binary,rule_mapped,do you support building the keystone xl pipeline?,2.0,True,environment_position,-1.0,True,True,accepted_deterministic_rule
2016.0,Energy,,"Do you support government funding for the development of renewable energy (e.g. solar, wind, thermal)?",environment_renewable_energy,environment_position,-1.0,high,binary,rule_mapped,"do you support government funding for the development of renewable energy (e.g. solar, wind, thermal)?",,,,,,,accepted_deterministic_rule
2016.0,Energy,,"Do you support increased regulations on the hydraulic fracturing (""fracking"") industry?",,,,,,unmapped,"do you support increased regulations on the hydraulic fracturing (""fracking"") industry?",2.0,True,environment_position,-1.0,True,True,model_agreement_requires_rule
2016.0,Environment,,Do you believe that human activity is contributing to climate change?,,,,,,unmapped,do you believe that human activity is contributing to climate change?,2.0,True,environment_position,-1.0,True,True,model_agreement_requires_rule
2016.0,Environment,,Do you support the federal regulation of greenhouse gas emissions?,environment_emissions_regulation,environment_position,-1.0,high,binary,rule_mapped,do you support the federal regulation of greenhouse gas emissions?,,,,,,,accepted_deterministic_rule
2016.0,Guns,,Do you generally support gun-control legislation?,guns_general_control,guns_position,-1.0,high,binary,rule_mapped,do you generally support gun-control legislation?,,,,,,,accepted_deterministic_rule
2016.0,Health Care,,"Do you support repealing the 2010 Affordable Care Act (""Obamacare"")?",,,,,,unmapped,"do you support repealing the 2010 affordable care act (""obamacare"")?",2.0,False,,,,True,model_disagreement_requires_review
2016.0,Immigration,,Do you support requiring immigrants who are unlawfully present to return to their country of origin before they are eligible for citizenship?,,,,,,unmapped,do you support requiring immigrants who are unlawfully present to return to their country of origin before they are eligible for citizenship?,2.0,False,,,,True,model_disagreement_requires_review
2016.0,Marriage,,Do you support same-sex marriage?,social_same_sex_marriage,social_ideology,-1.0,high,binary,rule_mapped,do you support same-sex marriage?,,,,,,,accepted_deterministic_rule
2016.0,National Security,,Should the U.S use military force in order to prevent governments hostile to the United States from possessing a nuclear weapon?,,,,,,unmapped,should the u.s use military force in order to prevent governments hostile to the united states from possessing a nuclear weapon?,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Social Security,,Do you support allowing individuals to divert a portion of their Social Security taxes into personal retirement accounts?,economic_social_security_private_accounts,economic_ideology,1.0,high,binary,rule_mapped,do you support allowing individuals to divert a portion of their social security taxes into personal retirement accounts?,2.0,True,economic_ideology,-1.0,True,True,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,a) Agriculture,agriculture_spending,position_only,,high,ordinal,position_only,agriculture,,,,,,,accepted_position_only
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,b) Arts,,,,,,unmapped,arts,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,c) Defense,,,,,,unmapped,defense,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,d) Education,,,,,,unmapped,education,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,e) Environment,spending_environment,environment_position,-1.0,high,ordinal,rule_mapped,environment,,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,f) Homeland Security,,,,,,unmapped,homeland security,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,g) International aid,,,,,,unmapped,international aid,2.0,True,social_ideology,-1.0,True,True,model_agreement_requires_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,h) Medical Research,,,,,,unmapped,medical research,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,i) Scientific Research,,,,,,unmapped,scientific research,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,j) Space exploration,,,,,,unmapped,space exploration,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,k) United Nations,,,,,,unmapped,united nations,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,l) Welfare,spending_welfare,economic_ideology,-1.0,high,ordinal,rule_mapped,welfare,,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,m) Other or expanded categories,open_ended_other,non_scorable,,high,,non_scorable,other or expanded categories,2.0,False,,,,False,accepted_non_scorable
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,a) Capital gains taxes,tax_capital_gains,economic_ideology,-1.0,high,ordinal,rule_mapped,capital gains taxes,,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,b) Corporate taxes,tax_corporate,economic_ideology,-1.0,high,ordinal,rule_mapped,corporate taxes,,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,c) Small business taxes,,,,,,unmapped,small business taxes,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,d) Excise taxes (alcohol),,,,,,unmapped,excise taxes (alcohol),2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,e) Excise taxes (cigarettes),,,,,,unmapped,excise taxes (cigarettes),2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,f) Excise taxes (transportation fuel),,,,,,unmapped,excise taxes (transportation fuel),2.0,False,,,,False,model_disagreement_requires_review
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,g) Income taxes (low-income families),tax_income_low_family,economic_ideology,-1.0,high,ordinal,rule_mapped,income taxes (low-income families),,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,h) Income taxes (middle-income families),tax_income_middle_family,economic_ideology,-1.0,high,ordinal,rule_mapped,income taxes (middle-income families),,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,i) Income taxes (high-income families),tax_income_high_family,economic_ideology,-1.0,high,ordinal,rule_mapped,income taxes (high-income families),,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,j) Inheritance taxes,tax_inheritance,economic_ideology,-1.0,high,ordinal,rule_mapped,inheritance taxes,,,,,,,accepted_deterministic_rule
2016.0,Spending and Taxes,SpendingIndicate what federal spending levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category; you can use a number more than once.,k) Payroll taxes,,,,,,unmapped,payroll taxes,2.0,False,,,,False,model_disagreement_requires_review
2016.0,Administrative Priorities,,"Please explain in a total of 100 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",,,,,,unmapped,"please explain in a total of 100 words or less, your top two or three priorities if elected. if they require additional funding for implementation, please explain how you would obtain this funding.",2.0,False,,,,False,model_disagreement_requires_review
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",h) Other or expanded categories:,,,,,,unmapped,other or expanded categories:,2.0,False,,,,False,model_disagreement_requires_review
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,f) Other or expanded principles:,,,,,,unmapped,other or expanded principles:,2.0,False,,,,False,model_disagreement_requires_review
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,a) Abortions should always be illegal.,abortion_always_illegal,abortion_position,1.0,high,binary,rule_mapped,abortions should always be illegal.,,,,,,,accepted_deterministic_rule
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,b) Abortions should always be legal.,abortion_always_legal,abortion_position,-1.0,high,binary,rule_mapped,abortions should always be legal.,,,,,,,accepted_deterministic_rule
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,c) Abortions should be legal only within the first trimester of pregnancy.,abortion_first_trimester_legality,abortion_position,-1.0,medium,binary,rule_mapped,abortions should be legal only within the first trimester of pregnancy.,,,,,,,accepted_deterministic_rule
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,d) Abortions should be legal when the pregnancy resulted from incest or rape.,abortion_rape_incest_exception,abortion_position,-1.0,medium,binary,rule_mapped,abortions should be legal when the pregnancy resulted from incest or rape.,,,,,,,accepted_deterministic_rule
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,e) Abortions should be legal when the life of the woman is endangered.,abortion_life_exception,abortion_position,-1.0,medium,binary,rule_mapped,abortions should be legal when the life of the woman is endangered.,,,,,,,accepted_deterministic_rule
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,f) Prohibit public funding of abortions and to organizations that advocate or perform abortions.,abortion_public_funding_prohibition,abortion_position,1.0,high,binary,rule_mapped,prohibit public funding of abortions and to organizations that advocate or perform abortions.,,,,,,,accepted_deterministic_rule
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,g) Require clinics to give parental notification before performing abortions on minors.,abortion_parental_notification,abortion_position,1.0,high,binary,rule_mapped,require clinics to give parental notification before performing abortions on minors.,,,,,,,accepted_deterministic_rule
2006.0,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,h) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,other or expanded principles,2.0,False,,,,False,accepted_non_scorable
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,a) Education (Higher),spending_higher_education,education_position,-1.0,high,ordinal,rule_mapped,education (higher),,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,b) Education (K-12),spending_k12_education,education_position,-1.0,high,ordinal,rule_mapped,education (k-12),,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,c) Emergency preparedness,,,,,,unmapped,emergency preparedness,2.0,False,,,,False,model_disagreement_requires_review
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,d) Environment,spending_environment,environment_position,-1.0,high,ordinal,rule_mapped,environment,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,e) Health care,spending_healthcare,healthcare_position,-1.0,high,ordinal,rule_mapped,health care,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,f) Law enforcement,spending_law_enforcement,criminal_justice_position,1.0,medium,ordinal,rule_mapped,law enforcement,2.0,False,,,,False,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,g) Transportation and highway infrastructure,transportation_spending,position_only,,high,ordinal,position_only,transportation and highway infrastructure,,,,,,,accepted_position_only
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,h) Welfare,spending_welfare,economic_ideology,-1.0,high,ordinal,rule_mapped,welfare,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,i) Other or expanded categories,open_ended_other,non_scorable,,high,,non_scorable,other or expanded categories,2.0,False,,,,False,accepted_non_scorable
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,a) Alcohol taxes,tax_alcohol,economic_ideology,-1.0,medium,ordinal,rule_mapped,alcohol taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,b) Capital gains taxes,tax_capital_gains,economic_ideology,-1.0,high,ordinal,rule_mapped,capital gains taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,c) Cigarette taxes,tax_cigarette,economic_ideology,-1.0,medium,ordinal,rule_mapped,cigarette taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,d) Corporate taxes,tax_corporate,economic_ideology,-1.0,high,ordinal,rule_mapped,corporate taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,e) Gasoline taxes,tax_gasoline,economic_ideology,-1.0,medium,ordinal,rule_mapped,gasoline taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,"f) Income taxes (incomes below $75,000)",tax_income_lower,economic_ideology,-1.0,high,ordinal,rule_mapped,"income taxes (incomes below $75,000)",,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,"g) Income taxes (incomes above $75,000)",tax_income_upper,economic_ideology,-1.0,high,ordinal,rule_mapped,"income taxes (incomes above $75,000)",,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,h) Property taxes,tax_property,economic_ideology,-1.0,medium,ordinal,rule_mapped,property taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,i) Sales taxes,tax_sales,economic_ideology,-1.0,medium,ordinal,rule_mapped,sales taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,j) Vehicle taxes,tax_vehicle,economic_ideology,-1.0,medium,ordinal,rule_mapped,vehicle taxes,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,k) Other or expanded categories,open_ended_other,non_scorable,,high,,non_scorable,other or expanded categories,2.0,False,,,,False,accepted_non_scorable
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,l) Should the state sales taxes be extended to Internet sales?,economic_extend_internet_sales_tax,economic_ideology,-1.0,high,binary,rule_mapped,should the state sales taxes be extended to internet sales?,,,,,,,accepted_deterministic_rule
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,m) Should accounts such as a rainy day fund be used to balance the state budget?,budget_rainy_day,position_only,,high,binary,position_only,should accounts such as a rainy day fund be used to balance the state budget?,,,,,,,accepted_position_only
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,n) Should fee increases be used to balance the state budget?,,,,,,unmapped,should fee increases be used to balance the state budget?,2.0,False,,,,False,model_disagreement_requires_review
2006.0,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,o) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,other or expanded principles,2.0,False,,,,False,accepted_non_scorable
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,a) Do you support the current limit of terms for Alabama governors?,government_term_limits,position_only,,high,binary,position_only,do you support the current limit of terms for alabama governors?,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,b) Do you support limiting the number of terms for Alabama state senators and representatives?,government_term_limits,position_only,,high,binary,position_only,do you support limiting the number of terms for alabama state senators and representatives?,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,1) Individual,campaign_contribution_limits_individual,position_only,,high,binary,position_only,individual,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,2) PAC,campaign_contribution_limits_pac,position_only,,high,binary,position_only,pac,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,3) Corporate,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,corporate,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,4) Political Parties,campaign_contribution_limits_political_parties,position_only,,high,binary,position_only,political parties,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,d) Do you support requiring full and timely disclosure of campaign finance information?,campaign_finance_disclosure,position_only,,high,binary,position_only,do you support requiring full and timely disclosure of campaign finance information?,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,e) Do you support imposing spending limits on state level political campaigns?,campaign_spending_limits,position_only,,high,binary,position_only,do you support imposing spending limits on state level political campaigns?,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,"f) Do you support adopting statewide standards for counting, verifying and ensuring accuracy of votes?",election_counting_standards,position_only,,high,binary,position_only,"do you support adopting statewide standards for counting, verifying and ensuring accuracy of votes?",,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,g) Do you support prohibiting media exit polling of voters until all polling locations in Alabama are closed?,election_exit_polling,position_only,,high,binary,position_only,do you support prohibiting media exit polling of voters until all polling locations in alabama are closed?,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,h) Should Alabama recognize civil unions between same-sex couples?,social_same_sex_marriage,social_ideology,-1.0,high,binary,rule_mapped,should alabama recognize civil unions between same-sex couples?,,,,,,,accepted_deterministic_rule
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,i) Should Alabama hold a constitutional convention to rewrite the state constitution?,constitution_rewrite,position_only,,high,binary,position_only,should alabama hold a constitutional convention to rewrite the state constitution?,,,,,,,accepted_position_only
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,j) Do you support a constitutional amendment restricting eminent domain to public uses?,economic_eminent_domain_public_use,economic_ideology,1.0,high,binary,rule_mapped,do you support a constitutional amendment restricting eminent domain to public uses?,,,,,,,accepted_deterministic_rule
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,k) Should state and local governments be required to pay the highest value based on the best use of the property seized by eminent domain?,economic_eminent_domain_compensation,economic_ideology,1.0,high,binary,rule_mapped,should state and local governments be required to pay the highest value based on the best use of the property seized by eminent domain?,,,,,,,accepted_deterministic_rule
2006.0,Campaign Finance and Governmental Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,l) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,other or expanded principles,2.0,False,,,,False,accepted_non_scorable
2006.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,a) Increase state funds for construction of state prisons and hiring of additional prison staff.,crime_prison_construction,criminal_justice_position,1.0,high,binary,rule_mapped,increase state funds for construction of state prisons and hiring of additional prison staff.,,,,,,,accepted_deterministic_rule
2006.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,b) Support the death penalty in Alabama.,crime_death_penalty,criminal_justice_position,1.0,high,binary,rule_mapped,support the death penalty in alabama.,,,,,,,accepted_deterministic_rule
2006.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,c) Support programs to provide prison inmates with vocational and job-related skills and job-placement assistance when released.,crime_prison_job_training,criminal_justice_position,-1.0,high,binary,rule_mapped,support programs to provide prison inmates with vocational and job-related skills and job-placement assistance when released.,,,,,,,accepted_deterministic_rule
2006.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,d) End parole for repeat violent offenders.,crime_repeat_violent_parole,criminal_justice_position,1.0,high,binary,rule_mapped,end parole for repeat violent offenders.,,,,,,,accepted_deterministic_rule
2006.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,e) Implement penalties other than incarceration for certain non-violent offenders.,crime_alternative_sentencing,criminal_justice_position,-1.0,high,binary,rule_mapped,implement penalties other than incarceration for certain non-violent offenders.,,,,,,,accepted_deterministic_rule
