item_id,election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,candidate_count,selected_response_count,priority
E285C533C03EAAAC,2004.0,Crime Issues,Indicate which principles you support (if any) regarding crime.,k) Enforcement of civil rights should primarily be the responsibility of the federal government.,,,,,,unmapped,2,1,1002
481D39DD737D58FA,2004.0,Education Issues,Indicate which principles you support (if any) regarding education.,e) Increase funding for block grants to states to aid in the hiring of additional teachers.,,,,,,unmapped,2,1,1002
2F141E97DF5AA7D0,2004.0,Education Issues,Indicate which principles you support (if any) regarding education.,"g) Increase funding for school capital improvements (e.g. buildings, infrastructure, technology).",,,,,,unmapped,2,1,1002
2D2D9BDCCAE75471,2004.0,Education Issues,Indicate which principles you support (if any) regarding education.,h) Support granting states limited control over Head Start programs.,,,,,,unmapped,2,1,1002
75B53187409C76F4,2004.0,Education Issues,Indicate which principles you support (if any) regarding education.,j) Providing education is not a responsibility of the federal government.,,,,,,unmapped,2,1,1002
FDC367B54DC6A533,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,a) Increase funding for national job-training programs that re-train displaced workers or teach skills needed in today's job market.,,,,,,unmapped,2,1,1002
5B6598D304A73F83,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,c) Provide tax credits or grants to businesses that offer child care services to employees.,,,,,,unmapped,2,1,1002
629A9BFABCE45893,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,f) Increase the federal minimum wage.,,,,,,unmapped,2,1,1002
CEEB8A19354C4CF6,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,g) Support the right of workers to strike without fear of being permanently replaced.,,,,,,unmapped,2,1,1002
A7EAAC9EC42C69DE,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,h) Allow workers to sell company stock and to diversify their company retirement funds into other investment options.,,,,,,unmapped,2,1,1002
B4E6332DAB9995FC,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,a) The federal government should consider race and gender in government contracting decisions.,,,,,,unmapped,2,1,1002
5D8FA79950A03EEB,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,b) The federal government should discontinue affirmative action programs.,,,,,,unmapped,2,1,1002
6396E70E0BAA02BD,2004.0,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,c) The federal government should continue affirmative action programs.,,,,,,unmapped,2,1,1002
99E8DF22A89359D3,2004.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,a) Strengthen the regulation and enforcement of the Clean Water Act.,,,,,,unmapped,2,1,1002
64F2043B1399C303,2004.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,b) Strengthen the regulation and enforcement of the Clean Air Act.,,,,,,unmapped,2,1,1002
25681E73A828C716,2004.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"g) Strengthen emission controls and fuel efficiency standards on all gasoline and diesel-powered engines, including cars, trucks, and sport utility vehicles.",,,,,,unmapped,2,1,1002
798831C61204A3A6,2004.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,h) Support opening a select portion of the Arctic National Wildlife Refuge for oil exploration.,,,,,,unmapped,2,1,1002
89FF41D745F955BE,2004.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,j) Support the use of ethanol as an alternative fuel.,,,,,,unmapped,2,1,1002
E8F76CA9319B8DDF,2004.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,k) Allow energy producers to trade pollution credits.,,,,,,unmapped,2,1,1002
93315C62539FCFEE,2004.0,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,l) Support the U.S. re-entering the Kyoto treaty process to limit global warming.,,,,,,unmapped,2,1,1002
7F61B9EFD0ED11BA,2004.0,Health Issues,Indicate which principles you support (if any) regarding health care.,a) Providing health care is not a responsibility of the federal government.,,,,,,unmapped,2,1,1002
D182920404645C3E,2004.0,Health Issues,Indicate which principles you support (if any) regarding health care.,d) Support a Patient's Bill of Rights which includes the right to sue when claims are denied.,,,,,,unmapped,2,1,1002
FD4F6F275CCD945E,2004.0,Health Issues,Indicate which principles you support (if any) regarding health care.,f) Establish limits on the amount of punitive damages awarded in medical malpractice lawsuits.,,,,,,unmapped,2,1,1002
11476AEAD9ECCD3A,2004.0,Health Issues,Indicate which principles you support (if any) regarding health care.,g) Support expanding prescription drug coverage under Medicare.,,,,,,unmapped,2,1,1002
AA4B5A9EFAB3BF6B,2004.0,Health Issues,Indicate which principles you support (if any) regarding health care.,i) Offer tax credits to individuals and small businesses to offset the cost of insurance coverage.,,,,,,unmapped,2,1,1002
01FBD210C27B8A25,2004.0,Health Issues,Indicate which principles you support (if any) regarding health care.,j) Support automatic enrollment of children in federal health care programs such as CHIP and Medicaid.,,,,,,unmapped,2,1,1002
D8F755D384FB20CA,2004.0,Health Issues,Indicate which principles you support (if any) regarding health care.,k) Allow 55-65 year-olds to buy into Medicare.,,,,,,unmapped,2,1,1002
5CB17AA27F23E8A0,2004.0,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,a) Decrease the number of legal immigrants allowed into the country.,,,,,,unmapped,2,1,1002
F1DCB116D13D1563,2004.0,"International Aid, International Policy, and Trade Issues, Part 1: International Aid",International AidIndicate which principles you support (if any) regarding United States economic assistance.,d) Aid programs should be scaled back and eventually eliminated.,,,,,,unmapped,2,1,1002
19720BA7E65658DD,2004.0,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,8) Other or expanded principles,,,,,,unmapped,2,1,1002
8475FDA7D59EE6BD,2004.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,a) Allow workers to invest a portion of their payroll tax in private accounts which they manage themselves.,,,,,,unmapped,2,1,1002
72BCA70D05F48C87,2004.0,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,g) Other of expanded principles,,,,,,unmapped,2,1,1002
A51E7B8BDF770E45,2004.0,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,a) Collect taxes on commercial Internet transactions.,,,,,,unmapped,2,1,1002
4B65D71CDD2FCE25,2004.0,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,b) Continue the moratorium on Internet taxation.,,,,,,unmapped,2,1,1002
15DA2BB53870BA82,2004.0,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,"h) Impose regulations on ""spam"" emails.",,,,,,unmapped,2,1,1002
BEBA7649E0B5450E,2004.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,a) Require welfare recipients to spend at least 40 hours a week in a combination of work and training programs.,,,,,,unmapped,2,1,1002
CC01B24E30B585F6,2004.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,b) Increase funding for child care programs.,,,,,,unmapped,2,1,1002
3E5F63777673F671,2004.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,"d) Direct federal poverty aid through religious, community-based, or other non-profit organizations.",,,,,,unmapped,2,1,1002
E90644DCB2DA7272,2004.0,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,f) Support housing assistance for low-income families.,,,,,,unmapped,2,1,1002
F0833F89B1A1F6DD,1996.0,Affirmative Action,Indicate your position concerning affirmative action programs.,d) The federal government should provide affirmative actions programs as long as such programs do not include quotas.,,,,,,unmapped,1,1,1001
D51E676A31005121,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",a) AIDS Programs,,,,,,unmapped,1,1,1001
874F615CA62890CD,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",b) Arts funding,,,,,,unmapped,1,1,1001
D38E0CF905F95344,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",d) Environmental programs,,,,,,unmapped,1,1,1001
0CB7395D4F71BE08,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",e) Housing projects,,,,,,unmapped,1,1,1001
667659B58FA1A410,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",f) Job training programs,,,,,,unmapped,1,1,1001
C892037671019071,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",h) Medicaid,,,,,,unmapped,1,1,1001
23DC1BAD4E60C87D,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",i) Medicare,,,,,,unmapped,1,1,1001
0A4E38ED90E30F23,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",j) NASA,,,,,,unmapped,1,1,1001
E60D74F220B643FF,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",k) Student loan programs,,,,,,unmapped,1,1,1001
6E58CADC54054890,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",l) Welfare (AFDC),,,,,,unmapped,1,1,1001
37CB3A2133770026,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",b) Education,,,,,,unmapped,1,1,1001
884A89AE1C5D1CDE,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",c) Farm subsidies,,,,,,unmapped,1,1,1001
78CDDC67FBC8FF3C,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",d) Food stamps,,,,,,unmapped,1,1,1001
3474B3AD90E26128,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",f) Medicaid,,,,,,unmapped,1,1,1001
2F36FC679CB22658,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",g) Medicare,,,,,,unmapped,1,1,1001
3D7C6CB33F9D9A2B,1996.0,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",h) School lunches,,,,,,unmapped,1,1,1001
D4D37CC1FA2B151B,1996.0,Crime,Indicate which principles you support to address crime.,"c) Impose ""truth in sentencing"" for violent criminals so they serve full sentences with no chance of parole.",,,,,,unmapped,1,1,1001
A037F7BA10CF959C,1996.0,Crime,Indicate which principles you support to address crime.,"d) Support the use of ""boot camps"" as alternative sentencing for adult first-time felons.",,,,,,unmapped,1,1,1001
3416F8904429DDC8,1996.0,Crime,Indicate which principles you support to address crime.,g) Expand funding for community policing programs.,,,,,,unmapped,1,1,1001
6E9FA05BB0C35FAF,1996.0,Crime,Indicate which principles you support to address crime.,h) Increase penalties for the possession of any illegal firearms.,,,,,,unmapped,1,1,1001
4B2C62AC258081A0,1996.0,Crime,Indicate which principles you support to address crime.,j) Increase funding for local Boys & Girls Clubs and other independent organizations in communities with at-risk youth.,,,,,,unmapped,1,1,1001
550CB38C74D1F937,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,1) CIA appropriations,,,,,,unmapped,1,1,1001
C9B04AA95EC24C5A,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,2) Defense plant conversion,,,,,,unmapped,1,1,1001
21DE648C0D240B58,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,3) Military hardware,,,,,,unmapped,1,1,1001
1BAD14EE848D8733,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,4) Military space shuttle missions,,,,,,unmapped,1,1,1001
A03A2AC2DE75CA8E,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,5) Pay for active duty personnel,,,,,,unmapped,1,1,1001
AAC343BF62441BA8,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,6) Development of new weapons,,,,,,unmapped,1,1,1001
07A5E1466EF3329A,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,7) Strategic Defense Initiative (SDI),,,,,,unmapped,1,1,1001
F0D2A4F0C3827F5A,1996.0,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,8) Armed Forces personnel training,,,,,,unmapped,1,1,1001
F26E716976C75381,1996.0,Education,3) Indicate which principles you support concerning education.,1) Do you support amending the United States Constitution to allow voluntary prayer and/or moment of silence in public schools?,,,,,,unmapped,1,1,1001
73BAD3BBFE343D4C,1996.0,Education,3) Indicate which principles you support concerning education.,2) Do you support funding the National Service Program (Ameri-Corps) in which young people receive money from the federal government for college in return for performing community service?,,,,,,unmapped,1,1,1001
FFF39B387C9F945E,1996.0,Education,3) Indicate which principles you support concerning education.,"a) Maintain the national standards and goals set forth in ""Goals 2000"".",,,,,,unmapped,1,1,1001
0CFA1C89C0401E7B,1996.0,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,c) Strengthen the Clean Water Act.,,,,,,unmapped,1,1,1001
5E8DB140475EE39A,1996.0,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,e) Utilize cost-benefit analysis to determine economic impacts of proposed environmental protection and cleanup legislation.,,,,,,unmapped,1,1,1001
BF200EBE236A4D0F,1996.0,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,f) Increase fees charged to ranchers who graze cattle on federal lands.,,,,,,unmapped,1,1,1001
7AF40FD040DBA097,1996.0,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,h) Encourage development of alternative fuels and electric cars to reduce pollution.,,,,,,unmapped,1,1,1001
2C4A1C25964CF28D,1996.0,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,"i) Strengthen emission controls on all gasoline or diesel powered engines, including cars and trucks.",,,,,,unmapped,1,1,1001
6EB697D2543CCCAE,1996.0,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,k) Require that a percentage of purchases made by federal agencies include recycled components.,,,,,,unmapped,1,1,1001
06773365BD9D0403,1996.0,Environment,Indicate which principles or programs you support regarding America's environment and natural resources.,l) Promote the selling of pollution credits to encourage industries to decrease amount of pollution.,,,,,,unmapped,1,1,1001
6EBD21394ED0A3A7,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,1) Border security,,,,,,unmapped,1,1,1001
918B1BF42B4F3286,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,2) Civil rights enforcement,,,,,,unmapped,1,1,1001
739CE6BE35451BEA,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,3) Education,,,,,,unmapped,1,1,1001
C242BCC8053725D1,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,4) Environmental cleanup,,,,,,unmapped,1,1,1001
3BA3F8631FA8C265,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,5) Job training,,,,,,unmapped,1,1,1001
47C78C14D546EA13,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,6) Law enforcement,,,,,,unmapped,1,1,1001
F7FBBEC525FB1C13,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,7) Low-income housing,,,,,,unmapped,1,1,1001
D2891C12F08CBA8F,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,8) Medicaid,,,,,,unmapped,1,1,1001
4825A0456D67C8A4,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,9) Medicare,,,,,,unmapped,1,1,1001
6886E9893389A78C,1996.0,Federalism,Indicate which level of government should have primary responsibility for the following services. Select one level only.,10) Welfare (AFDC),,,,,,unmapped,1,1,1001
FED9BB2A0D29F1E2,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,1) Should the US have diplomatic relations with the government of Cuba?,,,,,,unmapped,1,1,1001
6EE70B2C89F5D8B4,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,2) Should the US have diplomatic relations with the government of Vietnam?,,,,,,unmapped,1,1,1001
5ADD34D59523B9EB,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,3) Should the US recognize and extend full diplomatic relations to Taiwan?,,,,,,unmapped,1,1,1001
4281BA4A3949F982,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,4) Should the US continue funding for Radio Free Europe and Radio Liberty?,,,,,,unmapped,1,1,1001
EB38B028C64DE012,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,5) Should the US continue funding for Radio Marti and TV Marti?,,,,,,unmapped,1,1,1001
A789A89A5A7C2A74,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,6) Should the US continue funding for Radio Free Asia?,,,,,,unmapped,1,1,1001
4A33A316270C7E28,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,7) Do you support the deployment of US troops to the former Yugoslavia?,,,,,,unmapped,1,1,1001
8EBACA24955DF401,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,b) Economic aid to Russia and the former republics should be continued unless Russia exports nuclear weapons or related technology.,,,,,,unmapped,1,1,1001
74A7DDB1C85DA1A4,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,c) Foreign aid should be eliminated from any nation with documented human rights abuses.,,,,,,unmapped,1,1,1001
D0275E796CEAEF72,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,b) The US should participate in UN peacekeeping missions only when vital US interests are directly threatened.,,,,,,unmapped,1,1,1001
B05FABA11EB72402,1996.0,Foreign Policy,8) Indicate your position concerning economic aid to Russia and the former Soviet republics.9) Indicate which principles you support regarding US economic aid to foreign countries.10) Indicate which principles you support regarding the United States - United Nations relationship.,c) The US should use military force only when the US border or territories are attacked or American citizens are in danger.,,,,,,unmapped,1,1,1001
05CDCC8DE7CDB44F,1996.0,Gun Issues,Indicate which principles you support concerning gun issues.,d) Ease procedures on the purchase and registration of firearms.,,,,,,unmapped,1,1,1001
6E38443D5F8E543E,1996.0,Gun Issues,Indicate which principles you support concerning gun issues.,e) Repeal all bans and measures that restrict law-abiding citizens from owning legally-obtained firearms.,,,,,,unmapped,1,1,1001
8D9C96995228FD84,1996.0,Health Care,Indicate which principles you support regarding America's health care system.,e) Provide tax incentives for small businesses to help provide health care to their employees.,,,,,,unmapped,1,1,1001
602266CA6ABD4D21,1996.0,Health Care,Indicate which principles you support regarding America's health care system.,f) Allow middle and low income families to deduct yearly health care costs from their taxable income.,,,,,,unmapped,1,1,1001
9A7DBB764F1E86BE,1996.0,Health Care,Indicate which principles you support regarding America's health care system.,"h) Encourage tax-free medical savings accounts, which would be taxed if used for any purpose other than medical costs.",,,,,,unmapped,1,1,1001
63AB0D49720C7A50,1996.0,Illegal Drugs,Indicate which principles you support concerning illegal drugs.,a) Increase penalties for selling illegal drugs.,,,,,,unmapped,1,1,1001
6178C75C9E4F0673,1996.0,Illegal Drugs,Indicate which principles you support concerning illegal drugs.,b) Impose mandatory jail sentences for selling illegal drugs.,,,,,,unmapped,1,1,1001
57DDF56F902E02ED,1996.0,Immigration,Indicate which principles you support regarding issues relating to immigration.,d) Establish English as the official and recognized language of the United States.,,,,,,unmapped,1,1,1001
0608581B0A82C263,1996.0,Line Item Veto,,Should the President be allowed to veto certain items of legislation while signing spending or tax bills into law?,,,,,,unmapped,1,1,1001
34DC8D3B1AC5D0AB,1996.0,Poverty and Homelessness,Indicate which principles you support regarding the poor and homeless.,a) Provide tax incentives for companies to hire and train homeless people who want to work.,,,,,,unmapped,1,1,1001
68AE2DDFDCEFFF4A,1996.0,Poverty and Homelessness,Indicate which principles you support regarding the poor and homeless.,d) Increase the minimum wage.,,,,,,unmapped,1,1,1001
ADB5CCE9BFE779B4,1996.0,Poverty and Homelessness,Indicate which principles you support regarding the poor and homeless.,g) Increase the income tax deduction on individual contributions made to charities that help the poor and homeless.,,,,,,unmapped,1,1,1001
B453C8892F6D213B,1996.0,Poverty and Homelessness,Indicate which principles you support regarding the poor and homeless.,h) Implement enterprise zones in communities with high unemployment.,,,,,,unmapped,1,1,1001
253243C9E401B05C,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,"a) Retiree income over $40,000",,,,,,unmapped,1,1,1001
C19BE426340B7097,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,"b) Family income less than $25,000",,,,,,unmapped,1,1,1001
A20F1576406DB9E2,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,"c) Family income $25-75,000",,,,,,unmapped,1,1,1001
51D3C7658F181BB1,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,"d) Family income $75-150,000",,,,,,unmapped,1,1,1001
C52555DC2496FA86,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,"e) Family income over $150,000",,,,,,unmapped,1,1,1001
0F9CFCBA512A3242,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,h) Charitable deductions,,,,,,unmapped,1,1,1001
1C439202F023B6E5,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,j) Corporate income taxes,,,,,,unmapped,1,1,1001
EE14068B19A9EDE5,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,k) Earned income tax credit,,,,,,unmapped,1,1,1001
730FDB90585271DA,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,l) Estate taxes,,,,,,unmapped,1,1,1001
51E9551F8A261C4F,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,m) Medical expense deductions,,,,,,unmapped,1,1,1001
1222FE13BF8EF5CD,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,n) Mortgage deductions,,,,,,unmapped,1,1,1001
AFE73AA1B30FC90F,1996.0,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,3) Do you support replacing the US income tax structure with a broad-based consumption tax?,,,,,,unmapped,1,1,1001
5E83C5682F6C117F,1996.0,Terrorism,Indicate which principles you support concerning terrorism.,"a) Relax current guidelines that forbid the Federal Bureau of Investigation (FBI) from investigating terrorist groups when there is a ""reasonable indication"" of terrorist activities.",,,,,,unmapped,1,1,1001
5B026B01F450086F,1996.0,Terrorism,Indicate which principles you support concerning terrorism.,b) Relax wiretapping restrictions to give the FBI broader authority to investigate terrorist suspects.,,,,,,unmapped,1,1,1001
01394B1787C1FA4D,1996.0,Terrorism,Indicate which principles you support concerning terrorism.,c) Require that chemical tracing agents be added to commercially-sold products that can be used to produce explosives.,,,,,,unmapped,1,1,1001
D1EED68FBC5353FE,1996.0,Terrorism,Indicate which principles you support concerning terrorism.,e) Grant broader authority to the US Immigration and Naturalization Service to deny entrance visas to terrorist suspects.,,,,,,unmapped,1,1,1001
DD6F4FE809124BB5,1996.0,Trade,,1) Do you support the North American Free Trade Agreement (NAFTA)?,,,,,,unmapped,1,1,1001
30F46E1A3BAE9ED8,1996.0,Trade,,2) Do you support broadening NAFTA to include other countries?,,,,,,unmapped,1,1,1001
AED82AAEF3F0A423,1996.0,Trade,,3) Do you support the General Agreement on Tariffs and Trade (GATT)?,,,,,,unmapped,1,1,1001
9F2DA8D3E2700508,1996.0,Trade,,4) Do you support the World Trade Organization (WTO)?,,,,,,unmapped,1,1,1001
3F0E469A6A971D9E,1996.0,Trade,,5) Do you support lifting the trade embargo imposed against Cuba?,,,,,,unmapped,1,1,1001
43AB0DBDA97CBE1C,1996.0,Trade,,6) Do you support imposing tariffs on products imported from nations that maintain restrictive trade barriers on American products?,,,,,,unmapped,1,1,1001
EA7C55283EF96A64,1996.0,Trade,,"7) Should a nation's human rights record affect its ""most favored nation"" trading status with the United States?",,,,,,unmapped,1,1,1001
23EE93EE6F786843,1996.0,Unemployment,Indicate which principles you support regarding unemployment.,a) Provide tax credits for companies that move job-creating industries into areas with high unemployment.,,,,,,unmapped,1,1,1001
D44E9CD7016DE6BC,1996.0,Unemployment,Indicate which principles you support regarding unemployment.,b) Increase funding for national job-training programs.,,,,,,unmapped,1,1,1001
D9B286E17DBE9FFA,1996.0,Unemployment,Indicate which principles you support regarding unemployment.,c) Increase funding for public works projects such as the repair of roads and bridges.,,,,,,unmapped,1,1,1001
