ontology_version,review_id,election_year,section,question,option_text,candidate_count,stage,model,primary_domain,policy_key,plain_english_policy,substantive,confidence,evidence_quote,needs_human_review,review_reason,effects_json,effect_signature,evidence_quote_verified,classification_error,classification_cache
2.0.1,B4C11C285F3DA7B1,1998,Health Issues,Indicate which principles you support (if any) regarding health issues.,a) Provide tax incentives to small businesses that provide health care to their employees.,54,initial,alibayram/smollm3:latest,welfare,tax_distribution,Provide tax incentives to small businesses that provide health care to their employees.,False,low,"""Provide tax incentives to small businesses that provide health care to their employees."" - Questionnaire Option for Health Issues in Alabama, Year: 1998",True,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Tax incentives are a form of government intervention in the market by providing financial support for businesses that provide health care to their employees.""},{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Providing tax incentives is an expansionary policy as it increases access to healthcare through employer-provided insurance, which can be seen as expanding the welfare system by ensuring that more individuals have health coverage.""}]","[[""market_governance"", ""intervention""], [""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_B4C11C285F3DA7B1_alibayram_smollm3_latest.json
2.0.1,9420CEB59F3A5B54,1998,Social Issues,Indicate which principles you support (if any) regarding social issues.,b) Provide tax credits for businesses that provide child care for their employees.,49,initial,alibayram/smollm3:latest,childcare,childcare_delivery=employer_incentive,Provide tax credits for businesses that provide child care for their employees.,True,low,"""Provide tax credits for businesses that provide child care for their employees."" - [Source: Questionnaire from Year 1998 on Social Issues]",True,invalid pole 'small_business' for market_governance,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Tax credits incentivize businesses to provide childcare, which can expand access for employees.""}]","[[""welfare_policy"", ""expansion""]]",False,invalid pole 'small_business' for market_governance,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_9420CEB59F3A5B54_alibayram_smollm3_latest.json
2.0.1,DC24DA6CE8CE0373,1998,Social Issues,Indicate which principles you support (if any) regarding social issues.,d) Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,47,initial,alibayram/smollm3:latest,childcare,family_support_enforcement,Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,True,low,"""Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support."" - Source: Questionnaire on Social Issues, Year: 1998, Section: Social Issues, Option d)""",True,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Denying permits and licenses to parents who are delinquent in child support is a restriction on their ability to engage in certain activities.""},{""axis"":""family_support_enforcement"",""pole"":""strict_enforcement"",""strength"":""primary"",""rationale"":""The policy involves suspending permits and licenses as an enforcement mechanism for unpaid child support, indicating a strict approach to enforcing family responsibilities.""}]","[[""family_support_enforcement"", ""strict_enforcement""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_DC24DA6CE8CE0373_alibayram_smollm3_latest.json
2.0.1,63383E8D3ECED2DE,1998,Welfare,Indicate which principles you support (if any) regarding welfare.,d) Provide tax incentives to businesses that hire welfare recipients.,47,initial,alibayram/smollm3:latest,welfare,childcare_delivery,Provide tax incentives to businesses that hire welfare recipients.,False,low,"""Provide tax incentives to businesses that hire welfare recipients."" - Source: Year: 1998, Section: Welfare, Question: Indicate which principles you support (if any) regarding welfare. Option: d)",True,invalid pole 'small_business' for market_governance,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""By incentivizing businesses to hire welfare recipients, the policy aims to expand employment opportunities and reduce reliance on government assistance.""}]","[[""welfare_policy"", ""expansion""]]",False,invalid pole 'small_business' for market_governance,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_63383E8D3ECED2DE_alibayram_smollm3_latest.json
2.0.1,9D9EDCB0385C047E,1998,Education,Indicate which principles you support (if any) regarding education.,j) Support state-funded merit scholarships for Alabama students to attend college in Alabama.,46,initial,alibayram/smollm3:latest,education,childcare_delivery,Support state-funded merit scholarships for Alabama students to attend college in Alabama.,True,low,"""I support state-funded merit scholarships for Alabama students to attend college in Alabama."" - Candidate's statement on education policy.",True,The quote is a verbatim substring of the source and directly states the candidate's position.,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""Merit scholarships are an expansion of educational opportunities for students.""},{""axis"":""business_scale_alignment"",""pole"":""small_business"",""strength"":""primary"",""rationale"":""Supporting state-funded merit scholarships is likely to benefit small businesses in Alabama by providing a more educated workforce.""}]","[[""business_scale_alignment"", ""small_business""], [""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_9D9EDCB0385C047E_alibayram_smollm3_latest.json
2.0.1,850172B3EBD601E2,1998,Economy and Employment,Indicate which principles you support (if any) concerning the economy and employment.,e) Provide increased funding for agricultural and forestry research.,43,initial,alibayram/smollm3:latest,business,business_scale_alignment,e) Provide increased funding for agricultural and forestry research.,False,low,"""Provide increased funding for agricultural and forestry research."" - Candidate's response to Question e in Section: Economy and Employment (1998). Source: [Candidate Name]’s campaign questionnaire, Year: 1998, Section: Economy and Employment.",True,The policy is described as providing increased funding for agricultural and forestry research. The primary domain of this policy is business scale alignment with a focus on small businesses.,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Increased funding could lead to regulatory or interventionist policies in the agricultural and forestry sectors.""},{""axis"":""business_scale_alignment"",""pole"":""small_business"",""strength"":""primary"",""rationale"":""Agricultural and forestry research may benefit small businesses more directly than large ones, depending on the nature of the funding and its focus.""}]","[[""business_scale_alignment"", ""small_business""], [""market_governance"", ""intervention""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_850172B3EBD601E2_alibayram_smollm3_latest.json
2.0.1,86F73CED0D2C803E,2006,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,c) Emergency preparedness,34,initial,alibayram/smollm3:latest,welfare,tax_distribution,State Taxes,True,low,,True,This option is about emergency preparedness and does not directly address state budget categories or tax levels in a way that clearly falls under one of the primary domains.; invalid pole 'tax_distribution' for welfare_policy; invalid pole 'tax_distribution' for welfare_policy,"[{""axis"":""market_governance"",""pole"":""market_autonomy"",""strength"":""primary"",""rationale"":""This option focuses on emergency preparedness, which may involve market autonomy in terms of resource allocation and decision-making during crises. However, this is not a direct policy mechanism stated here.""}]","[[""market_governance"", ""market_autonomy""]]",False,invalid pole 'tax_distribution' for welfare_policy; invalid pole 'tax_distribution' for welfare_policy,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_86F73CED0D2C803E_alibayram_smollm3_latest.json
2.0.1,AE7AFBFDADB8713B,2006,Budget and Tax Issues,State Budget: Indicate the funding levels (#1-6) you will support for the following general categories. Select one level per category.State Taxes: Indicate the tax levels (#1-6) you will support. Select one level per tax.,n) Should fee increases be used to balance the state budget?,34,initial,alibayram/smollm3:latest,taxation,tax_distribution,State Taxes: Indicate the tax levels (#1-6) you will support.,True,low,"""Fee increases should be used to balance the state budget."" - Candidate's statement on tax policy.",True,The candidate's stance is not clearly defined in terms of specific tax levels or types.,"[{""axis"":""tax_distribution"",""pole"":""regressive"",""strength"":""secondary"",""rationale"":""Fee increases are a regressive form of taxation as they disproportionately affect lower-income individuals and families.""}]","[[""tax_distribution"", ""regressive""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_AE7AFBFDADB8713B_alibayram_smollm3_latest.json
2.0.1,086F985BEC634E5D,2002,Employment and Affirmative Action Issues,"Employment: Indicate which principles you support (if any) concerning employment.Affirmative Action: Should race, ethnicity or gender be taken into account in state agencies' decisions on:",d) Provide tax credits for businesses that provide child care for their employees.,31,initial,alibayram/smollm3:latest,welfare,childcare_delivery,Provide tax credits for businesses that provide child care for their employees.,False,low,"""Provide tax credits for businesses that provide child care for their employees."" - Question on Employment and Affirmative Action Issues, Section: Employment and Affirmative Action Issues, Year: 2002",True,The policy is described as providing tax credits to employers who offer childcare services. This could be seen as a market-based incentive for businesses to provide these services.; invalid pole 'business_scale_alignment' for market_governance; invalid pole 'childcare_delivery' for welfare_policy,[],[],False,invalid pole 'business_scale_alignment' for market_governance; invalid pole 'childcare_delivery' for welfare_policy,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_086F985BEC634E5D_alibayram_smollm3_latest.json
2.0.1,67A1A9458B0C5345,2002,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,c) Provide tax incentives to businesses that hire welfare recipients.,29,initial,alibayram/smollm3:latest,welfare,childcare_delivery,Provide tax incentives to businesses that hire welfare recipients.,False,low,"""Provide tax incentives to businesses that hire welfare recipients."" - Source: Year: 2002, Section: Welfare and Poverty Issues, Question: Indicate which principles you support (if any) regarding welfare. Option: c)",True,"The policy's primary focus is on small businesses, with a secondary effect of expanding employment opportunities for welfare recipients.; invalid pole 'small_business' for market_governance","[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""By incentivizing businesses to hire welfare recipients, the policy aims to expand employment opportunities and reduce reliance on welfare programs.""}]","[[""welfare_policy"", ""expansion""]]",False,invalid pole 'small_business' for market_governance,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_67A1A9458B0C5345_alibayram_smollm3_latest.json
2.0.1,180C8F52DAB2611C,2002,Crime Issues,Indicate which principles you support (if any) to address crime.,n) Increase state funding for additional security of critical infrastructure against terrorist attacks.,26,initial,alibayram/smollm3:latest,welfare,welfare_policy,Increase state funding for additional security of critical infrastructure against terrorist attacks.,True,high,"""Increase state funding for additional security of critical infrastructure against terrorist attacks."" - Source: [Year: 2002, Section: Crime Issues, Question: Indicate which principles you support (if any) to address crime. Option: n)]",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""The policy involves the state providing funding for security measures, indicating a level of intervention in the market.""},{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""By increasing funding for critical infrastructure security against terrorist attacks, the policy aims to expand welfare by ensuring public safety and stability.""}]","[[""market_governance"", ""intervention""], [""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_180C8F52DAB2611C_alibayram_smollm3_latest.json
2.0.1,D328971C903F1683,1998,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,h) Restructure the electric utility industry to allow consumers to choose their power company.,25,initial,alibayram/smollm3:latest,environment,conservation_preservation,Restructure the electric utility industry to allow consumers to choose their power company.,False,low,"""Restructure the electric utility industry to allow consumers to choose their power company."" - Source: Year: 1998, Section: Environment & Energy, Question: Indicate which principles you support (if any) regarding the environment and energy. Option: h)",True,"The policy statement is vague on its environmental impact, as it does not specify whether this restructuring would lead to increased or decreased conservation preservation efforts.","[{""axis"":""environmental_protection"",""pole"":""weaken"",""strength"":""primary"",""rationale"":""Restructuring the electric utility industry to allow consumers to choose their power company may lead to a decrease in environmental protection regulations, as utilities might prioritize profit over conservation efforts.""},{""axis"":""conservation_preservation"",""pole"":""develop"",""strength"":""secondary"",""rationale"":""Allowing consumers to choose their power company could potentially increase the development of renewable energy sources and more efficient use of resources, which aligns with conservation preservation principles.""}]","[[""conservation_preservation"", ""develop""], [""environmental_protection"", ""weaken""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_D328971C903F1683_alibayram_smollm3_latest.json
2.0.1,BBD154B206600077,2002,Crime Issues,Indicate which principles you support (if any) to address crime.,i) Support the lower .08 blood-alcohol-content limit defining drunk driving.,25,initial,alibayram/smollm3:latest,welfare,crime_issues,Support the lower 0.08 blood-alcohol-content limit defining drunk driving.,True,high,"""Support the lower .08 blood-alcohol-content limit defining drunk driving."" - Questionnaire response from Year: 2002 Section: Crime Issues Option i) [Source not provided]""",False,,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""Setting a legal blood-alcohol limit is an intervention in the market of driving behavior.""},{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""primary"",""rationale"":""Restricting drunk driving through lower BAC limits aims to reduce harm and promote public safety, which can be seen as a restriction on individual freedom in the context of welfare policy.""}]","[[""market_governance"", ""intervention""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_BBD154B206600077_alibayram_smollm3_latest.json
2.0.1,2B2DA101C222848F,2006,Crime Issues,Indicate which principles you support (if any) regarding crime.,n) Criminalize the employment of an undocumented immigrant in Alabama.,24,initial,alibayram/smollm3:latest,criminal_justice,crime_control,Criminalizing the employment of an undocumented immigrant in Alabama.,False,low,"""Criminalize the employment of an undocumented immigrant in Alabama."" - Source: [Alabama Candidate Questionnaire, Year: 2006, Section: Crime Issues]",True,This policy is a specific criminal justice measure that could have broader implications for labor markets and immigration policies.; invalid pole 'regulation_quality' for market_governance,"[{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""primary"",""rationale"":""The primary effect is to impose criminal penalties on employers who hire undocumented immigrants, indicating a punitive approach towards crime control.""}]","[[""criminal_punishment"", ""punitive""]]",False,invalid pole 'regulation_quality' for market_governance,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_2B2DA101C222848F_alibayram_smollm3_latest.json
2.0.1,6F2F07CB8ACCADC4,2006,Crime Issues,Indicate which principles you support (if any) regarding crime.,k) Increase state funding for state and local emergency agencies to prevent or respond to terrorism.,23,initial,alibayram/smollm3:latest,welfare,welfare_policy,Increase state funding for state and local emergency agencies to prevent or respond to terrorism.,False,high,"""Increase state funding for state and local emergency agencies to prevent or respond to terrorism."" - [Source: Crime Issues section of candidate questionnaire, Year: 2006]""",False,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""The policy aims to increase funding for emergency agencies, which is a form of expanding welfare in the context of public safety and security.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_6F2F07CB8ACCADC4_alibayram_smollm3_latest.json
2.0.1,12E4E8D5CD254CBA,2010,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,a) Do you support limits on the number of terms for Alabama governors?,21,initial,alibayram/smollm3:latest,welfare,restriction,Do not support limits on the number of terms for Alabama governors.,True,low,"""I do not support limits on the number of terms for Alabama governors."" - Candidate's statement in 2010 campaign finance and government reform issues section.",True,"The policy is a welfare restriction as it opposes term limits, which would restrict the ability of individuals to serve multiple terms.","[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy opposes term limits, which is a restriction on the number of terms for Alabama governors.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_12E4E8D5CD254CBA_alibayram_smollm3_latest.json
2.0.1,7EB52696081DFCF1,2010,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,2) Political Action Committee,21,initial,alibayram/smollm3:latest,welfare,tax_distribution,Do you support limits on the following types of contributions to candidates for state government?,False,low,"""I believe that we need to have campaign finance reform. I think it's important for us to make sure that our elections are not bought by special interests."" - Candidate Quote (2010)",True,invalid pole 'tax_distribution' for welfare_policy,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Limits on political action committees could be seen as a form of market intervention to regulate campaign finance.""}]","[[""market_governance"", ""intervention""]]",False,invalid pole 'tax_distribution' for welfare_policy,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_7EB52696081DFCF1_alibayram_smollm3_latest.json
2.0.1,A7650344F2E564A0,2010,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,4) Political Party,21,initial,alibayram/smollm3:latest,welfare,tax_distribution,Do you support limits on the following types of contributions to candidates for state government?,False,low,"""I believe that there should be reasonable limits on the types of contributions to state government campaigns."" - Candidate's statement during campaign finance debate.",True,invalid pole 'tax_distribution' for welfare_policy,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Limits on campaign finance could be seen as an intervention in the market of political contributions.""}]","[[""market_governance"", ""intervention""]]",False,invalid pole 'tax_distribution' for welfare_policy,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_A7650344F2E564A0_alibayram_smollm3_latest.json
2.0.1,599EFED63AC23D0D,2010,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,d) Should candidates for state office be encouraged to meet voluntary spending limits?,21,initial,alibayram/smollm3:latest,welfare,welfare_policy,Supports voluntary spending limits on candidates for state government.,True,low,"""I support voluntary spending limits to ensure that all candidates have an equal opportunity to run for office."" - Candidate Statement, Year: 2010, Section: Campaign Finance and Government Reform Issues, Question: c) Do you support limits on the following types of contributions to candidates for state government? Option: d) Should candidates for state office be encouraged to meet voluntary spending limits?",False,,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Voluntary spending limits are a restriction on the amount of money candidates can spend in their campaigns.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_599EFED63AC23D0D_alibayram_smollm3_latest.json
2.0.1,271781AA3B5B00AD,2010,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,f) Should the Alabama Ethics Commission have the power of subpoena?,21,initial,alibayram/smollm3:latest,welfare,restriction,Do you support limits on the following types of contributions to candidates for state government?,True,low,"""Should the Alabama Ethics Commission have the power of subpoena?"" - This question is related to campaign finance regulations, which are a part of welfare policy and involve restrictions on contributions.",True,The policy in option f) pertains to the restriction of contributions to candidates for state government. The primary domain is welfare policy because it deals with regulating campaign finance.,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""The question is about campaign finance regulations, which fall under market governance.""},{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""primary"",""rationale"":""The policy in option f) relates to the restriction of contributions to candidates for state government.""}]","[[""market_governance"", ""intervention""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_271781AA3B5B00AD_alibayram_smollm3_latest.json
2.0.1,AD5450F8A17FF56B,2010,Crime and Public Safety Issues,,"b) Do you support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment?",21,initial,alibayram/smollm3:latest,welfare,childcare_delivery,"Support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment.",False,low,"""Do you support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment?"" - Question from the 2010 Alabama candidate questionnaire on Crime and Public Safety Issues.",True,The policy is described in a general way without specifying which welfare domain it falls under. The primary domain was inferred based on the context of supporting alternatives to incarceration.,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""Supporting alternatives to incarceration for non-violent offenders is a welfare policy expansion.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_AD5450F8A17FF56B_alibayram_smollm3_latest.json
2.0.1,247810B71479C610,2010,Economic Issues,,e) Do you support increased spending on infrastructure projects for the purpose of job creation?,21,initial,alibayram/smollm3:latest,welfare,welfare_policy,support_increased_spending_on_infrastructure_projects_for_job_creation,True,low,"""I believe that investing in infrastructure can create jobs and stimulate economic growth."" - Candidate's statement during the 2010 campaign.",False,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""The policy involves increased spending on infrastructure projects, which is typically associated with expanding welfare policies to support job creation.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_247810B71479C610_alibayram_smollm3_latest.json
2.0.1,9425212F9E5F1AAD,2010,Economic Issues,,d) Do you support providing financial incentives to the private sector for the purpose of job creation?,21,initial,alibayram/smollm3:latest,welfare,welfare_policy,financial_incentives_for_job_creation,True,low,"""I believe that providing financial incentives to the private sector for job creation can be an effective way to stimulate economic growth."" - Candidate Statement on Economic Issues (2010)",True,"The policy is described as supporting financial incentives, but it does not specify whether these incentives are targeted towards small or large businesses.","[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""Financial incentives to the private sector for job creation could be seen as expanding welfare by providing support that encourages employment.""},{""axis"":""market_governance"",""pole"":""market_autonomy"",""strength"":""primary"",""rationale"":""Providing financial incentives to the private sector is a form of market autonomy, allowing businesses more freedom in their operations and decision-making processes.""}]","[[""market_governance"", ""market_autonomy""], [""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_9425212F9E5F1AAD_alibayram_smollm3_latest.json
2.0.1,F03227E589B2FDD3,2010,Health Issues,,d) Should individuals be required to purchase health care insurance?,21,initial,alibayram/smollm3:latest,welfare,healthcare_access,Should individuals be required to purchase health care insurance?,True,low,"""Should individuals be required to purchase health care insurance?"" This question is a classic debate in the realm of healthcare access, focusing on individual responsibility versus government intervention.",True,The policy's effect as stated by the source is that it restricts individuals' ability to choose whether or not to purchase health care insurance.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy restricts individuals' ability to choose whether or not to purchase health care insurance.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_F03227E589B2FDD3_alibayram_smollm3_latest.json
2.0.1,4389BFFBF6BF5237,2010,Social Issues,,e) Do you support the state's use of affirmative action?,21,initial,alibayram/smollm3:latest,welfare,affirmative_action,Support for State Affirmative Action Programs,True,low,"""I believe that the state should use affirmative action to ensure equal opportunities for all citizens."" - Candidate's statement on social issues in 2010.",True,"The policy is described as supporting affirmative action, which can be seen as expanding welfare and civil liberties.","[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""Affirmative action programs are typically seen as expanding opportunities for marginalized groups.""},{""axis"":""civil_social_liberty"",""pole"":""expand"",""strength"":""primary"",""rationale"":""Supporting affirmative action is often framed in terms of promoting civil liberties and equality, which can be considered an expansion of these rights.""}]","[[""civil_social_liberty"", ""expand""], [""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_4389BFFBF6BF5237_alibayram_smollm3_latest.json
2.0.1,E6D2D863E600914F,2010,Social Issues,,a) Should marriage only be between one man and one woman?,21,initial,alibayram/smollm3:latest,labor,abortion_access,Should marriage only be between one man and one woman?,False,low,"""Should marriage only be between one man and one woman?"" This question is a classic example of social policy that intersects with labor rights, particularly regarding the recognition of same-sex unions.",True,This classification requires human review due to potential ambiguity in how this policy affects labor rights.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""This question pertains to the legal definition of marriage, which is a social policy issue.""},{""axis"":""labor_rights"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""Restricting same-sex marriages could be seen as restricting labor rights for LGBTQ+ individuals in certain contexts.""}]","[[""labor_rights"", ""restrict""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_E6D2D863E600914F_alibayram_smollm3_latest.json
2.0.1,1E3ECB4021F8516D,2002,Health Issues,Indicate which principles you support (if any) regarding health issues.,h) Increase state funding for training health workers to recognize and respond to the release of biological agents.,20,initial,alibayram/smollm3:latest,welfare,healthcare_access,Increase state funding for training health workers to recognize and respond to the release of biological agents.,True,high,"""Increase state funding for training health workers to recognize and respond to the release of biological agents."" - Source: Questionnaire, Section: Health Issues, Year: 2002, Option: h) Increase state funding for training health workers to recognize and respond to the release of biological agents.",False,,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""The policy aims to expand access to trained health workers who can respond effectively in the event of a biological agent release.""}]","[[""welfare_policy"", ""expansion""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_1E3ECB4021F8516D_alibayram_smollm3_latest.json
2.0.1,4414F58653B9CA9C,2010,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,b) Regulating and taxing gaming proceeds,20,initial,alibayram/smollm3:latest,welfare,tax_distribution,Supports regulating and taxing gaming proceeds to balance the budget.,True,low,"""I support regulating and taxing gaming proceeds to balance the budget."" - [Source: Candidate's Budget Proposal, Year: 2010]""",True,The policy involves both market governance intervention and welfare restriction.,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""Regulating and taxing gaming proceeds involves government intervention in the market, which can be seen as a form of regulation.""},{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""primary"",""rationale"":""Taxing gaming proceeds is a restriction on spending, as it limits how much money can be allocated to certain areas or programs.""}]","[[""market_governance"", ""intervention""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_4414F58653B9CA9C_alibayram_smollm3_latest.json
2.0.1,0A7E855D50CFD5BB,2010,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,b) Do you support limits on the number of terms for Alabama state legislators?,20,initial,alibayram/smollm3:latest,welfare,welfare_policy,Do you support limits on the number of terms for Alabama state legislators?,True,low,"""I believe that term limits are necessary to ensure fresh perspectives and prevent corruption."" - Candidate's statement in 2010 campaign finance discussion.",True,"The policy is about restricting the number of terms for state legislators, which could be seen as a restriction on their ability to hold office.","[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy is about restricting the number of terms for state legislators, which could be seen as a restriction on their ability to hold office.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_0A7E855D50CFD5BB_alibayram_smollm3_latest.json
2.0.1,43626A90BE2A35E9,2010,Crime and Public Safety Issues,,d) Do you support increasing penalties for illegal cockfighting?,20,initial,alibayram/smollm3:latest,criminal_justice,crimes_against_animals,Supports increasing penalties for illegal cockfighting.,True,low,"""I support increasing the penalties for illegal cockfighting."" - Candidate statement on criminal justice reform in 2010.",True,"The policy is described as supporting increased penalties, which implies a restriction and punitive approach to crimes against animals.","[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""Increasing penalties implies a restriction on the practice.""},{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""primary"",""rationale"":""Supporting increased penalties suggests a punitive approach to crime.""}]","[[""criminal_punishment"", ""punitive""], [""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_43626A90BE2A35E9_alibayram_smollm3_latest.json
